,name,country,latitude,longitude,picture,caption,picture_url,picture_thumb,description,picture_url_local,picture_thumb_local,continent
<Lake_Babati>,Lake Babati,Tanzania,-4.25,35.73333333333333,"Morning sun, Lake Babati.jpg",Sunrise at Lake Babati,https://upload.wikimedia.org/wikipedia/commons/a/a2/Morning_sun%2C_Lake_Babati.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Morning_sun%2C_Lake_Babati.jpg/250px-Morning_sun%2C_Lake_Babati.jpg,"Lake Babati is a lake in Tanzania known for its population of hippos. Recent droughts have led to a drop in the number of sightings of hippos, causing concern for local hoteliers.The lake is located near Babati town, in the Babati Urban District of Manyara Region.",00589.jpg,00591.jpg,Africa
<Lake_Sebu>,Lake Sebu,Philippines,6.229166666666668,124.70583333333332,The_Placid_Lake_of_Lake_Sebu.JPG,The lake taken at the Punta Isla Lake Resort,https://upload.wikimedia.org/wikipedia/commons/f/fe/The_Placid_Lake_of_Lake_Sebu.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/The_Placid_Lake_of_Lake_Sebu.JPG/250px-The_Placid_Lake_of_Lake_Sebu.JPG,"Lake Sebu (Tboli: Lanaw Sbù, /sbuʔ/; Hiligaynon: Linaw sg Sëbu, /səˈbuʔ/; Filipino: Lawa ng Sëbu) is a natural lake located in the municipality of Lake Sebu, South Cotabato within the Alah Valley region. The Philippine government has recognized it as one of the country's most important watersheds. Lake Sebu is one of the many bodies of water supplying important irrigation to the provinces of Sultan Kudarat and South Cotabato.
The villages around the lake have been turned into an independent municipality called Lake Sebu after being a former village of Surallah.",00590.jpg,00592.jpg,Asia
<Almsee>,Almsee,Austria,47.75,13.958333333333336,Almsee1.jpg,View to the shore in the south of the Almsee.,https://upload.wikimedia.org/wikipedia/commons/0/0f/Almsee1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Almsee1.jpg/250px-Almsee1.jpg,"Almsee, English sometimes Lake Alm, is a lake in Upper Austria's part of the Salzkammergut in the Almtal valley, 11 kilometers (6.8 mi) south of the village of Grünau im Almtal. The lake lies in the northern portion of the Totes Gebirge mountains and is about 2.3 kilometers (1.4 mi) by 700 meters (2,300 ft) wide.The lake drains through the Alm River. Since 1965, the area around the Almsee is under nature conservation. Konrad Lorenz made important observations of the greylag goose at the lake.",00591.jpg,00593.jpg,Europe
<Indawgyi_Lake>,Indawgyi Lake,Myanmar,25.13333333333333,96.33333333333331,Indawgyi Lake.JPG,Natural causeway to the island pagoda,https://upload.wikimedia.org/wikipedia/commons/1/1c/Indawgyi_Lake.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Indawgyi_Lake.JPG/250px-Indawgyi_Lake.JPG,"Indawgyi Lake (Burmese: အင်းတော်ကြီး; MLCTS: ang: dau kri: [ʔɪ́ɰ̃dɔ̀dʒḭ́]) is one of the largest inland lakes in Southeast Asia. It is located in Mohnyin Township in the Kachin State of Myanmar. The lake measures 13 kilometres (8.1 mi) east to west, and 24 kilometres (15 mi) north to south. There are over 20 villages around the lake. The predominant ethnic groups living in the surroundings of the lake are the Shan and the Kachin, who mainly practise agriculture. It is 546 feet (166 m) above the sea level. it is the main part of the Indawgyi Lake Wildlife Sanctuary.
it has the vertical width of 14 miles (23 km), the horizontal width of seven miles and the area of 100 square miles (260 km2). there are 11 village-tracts, 36 villages around the lake; 13 villages are on the bank of the lake.",00592.jpg,00594.jpg,Asia
<Tsimlyansk_Reservoir>,Tsimlyansk Reservoir,Russia,47.83333333333334,42.833333333333336,Tsimlyansk res.jpg,"from space, October 1994",https://upload.wikimedia.org/wikipedia/commons/5/54/Tsimlyansk_res.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Tsimlyansk_res.jpg/250px-Tsimlyansk_res.jpg,"Tsimlyansk Reservoir or Tsimlyanskoye Reservoir (Russian: Цимля́нское водохрани́лище) is an artificial lake on the Don River in the territories of Rostov and Volgograd Oblasts at 47°50′N 42°50′E. Completed in 1952, the reservoir is one of the largest in Russia, providing power (Tsimlyansk Hydroelectric Station ) and irrigation to the Rostov and Volgograd regions. Crops grown around the lake include wheat, rice, cotton, maize, alfalfa, fruit, grapes, and vegetables.
The reservoir, together with the Volga-Don Canal and the lower course of the Don, provides an important waterway between the Volga River / Caspian Sea basin and the Sea of Azov. The Tsimlyansk Dam also provides flood control for the lower Don River basin.
Completion of the lake resulted in strong local industrial growth. In particular, the city of Volgodonsk owes its existence to the Tsimlyansk Dam project.
Under the waters lies the ancient Khazar fortress town of Sarkel.",00593.jpg,00595.jpg,Asia
<Caspian_Sea>,Caspian Sea,Russia,41.66666666666666,50.66666666666666,Caspian Sea from orbit.jpg,"The Caspian Sea as captured by the MODIS on the orbiting Terra satellite, June 2003",https://upload.wikimedia.org/wikipedia/commons/9/98/Caspian_Sea_from_orbit.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Caspian_Sea_from_orbit.jpg/250px-Caspian_Sea_from_orbit.jpg,"The Caspian Sea is the world's largest inland body of water, variously classed as the world's largest lake or a full-fledged sea. It is an endorheic basin (a basin without outflows) located between Europe and Asia, to the east of the Caucasus Mountains and to the west of the broad steppe of Central Asia. The sea has a surface area of 371,000 km2 (143,200 sq mi) (excluding the detached lagoon of Garabogazköl) and a volume of 78,200 km3 (18,800 cu mi). It has a salinity of approximately 1.2% (12 g/l), about a third of the salinity of most seawater. It is bounded by Kazakhstan to the northeast, Russia to the northwest, Azerbaijan to the west, Iran to the south, and Turkmenistan to the southeast. The Caspian Sea is home to a wide range of species and may be best known for its caviar and oil industries. Pollution from the oil industry and dams on rivers draining into the Caspian Sea have had negative effects on the organisms living in the sea.
The wide and endorheic Caspian Sea has a north–south orientation and its main freshwater inflow, Europe's longest river, the Volga, enters at the shallow north end. Two deep basins occupy its central and southern areas. These lead to horizontal differences in temperature, salinity, and ecology. The Caspian Sea spreads out over nearly 1,200 kilometres (750 mi) from north to south, with an average width of 320 km (200 mi). It covers a region of around 386,400 km2 (149,200 sq mi) and its surface is about 27 m (89 ft) below sea level. The sea bed in the southern part reaches as low as 1,023 m (3,356 ft) below sea level, which is the second lowest natural depression on Earth after Lake Baikal (−1,180 m or −3,870 ft). The ancient inhabitants of its coast perceived the Caspian Sea as an ocean, probably because of its saltiness and large size.",00594.jpg,00596.jpg,Asia
<Lake_Venado>,Lake Venado,Philippines,7.003888888888889,125.26833333333332,Lake_venado.JPG,The lake as seen from Mount Apo,https://upload.wikimedia.org/wikipedia/commons/f/f9/Lake_venado.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Lake_venado.JPG/250px-Lake_venado.JPG,"Lake Venado is an endorheic lake located at the foot of Mount Apo in the province of North Cotabato, Mindanao, Philippines. It is the second highest lake in the country after Bulalacao Lake of Mount Tabayoc in Benguet, found in coordinates 7°00′8″N 125°16′10″E, with an estimated surface elevation of 7,200 feet (2,195 m) above sea level. The lake is fed by local run-off and there is no outflow from the lake. The lake usually loses two-thirds of its size during dry months due to evaporation.
The name of the lake comes from the Spanish word venado, ""deer,"" owing to the deer-like shape of the lake. However, the people living in the area called the lake Linaw, a Cebuano word for ""clear"", because its crystal-clear waters reflect the peak of Mount Apo. Local tribes believe the lake to be enchanted, inhabited by spirits.The vicinity of the lake is a popular camping site for mountaineers en route to and coming down from the peak of Mount Apo, the Philippines' highest mountain. In 2007, a Filipino mountaineer descending from the summit drowned in the lake.",00595.jpg,00597.jpg,Asia
<Styggevatnet>,Styggevatnet,Norway,61.772777777777776,7.451666666666667,P1000310 Styggevatnet.JPG,Glacier by glacier lake Styggevatnet,https://upload.wikimedia.org/wikipedia/commons/7/79/P1000310_Styggevatnet.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/P1000310_Styggevatnet.JPG/250px-P1000310_Styggevatnet.JPG,"Styggevatnet is a glacial lake from the glacier Jostedalsbreen in Luster Municipality in Vestland county, Norway.  The lake lies just southeast of the lake Austdalsvatnet.  The lake is regulated by a dam and it empties into the river Jostedøla.  The lake is about 10 kilometres (6.2 mi) to the east of Lodalskåpa and Brenibba in Jostedalsbreen National Park.Styggevatnet lies about 18 kilometres (11 mi) from the Breheimsenteret information center, where one can learn about the glacier Nigardsbreen. In the lake, it is possible to kayak with a guide between the ice rocks to a nearby glacier.",00596.jpg,00598.jpg,Europe
<Lake_Suigetsu>,Lake Suigetsu,Japan,35.583333333333336,135.88333333333333,File:Mikata_five_lakes_Aerial_photograph.1975.jpg,Mikata five lakes; Lake Suigetsu is the largest one in the middle,https://upload.wikimedia.org/wikipedia/commons/1/18/Mikata_five_lakes_Aerial_photograph.1975.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Mikata_five_lakes_Aerial_photograph.1975.jpg/250px-Mikata_five_lakes_Aerial_photograph.1975.jpg,"Lake Suigetsu (水月湖, Suigetsu-ko) is a lake in the Hokuriku region of Honshu, Japan, which is one of the Mikata Five Lakes located in Mihama and Wakasa, Fukui Prefecture (west-central Honshu), close to the coast of the Wakasa Bay in the Sea of Japan. Since 1993, it has been attracting the attention of scientists because of the undisturbed nature of the water for many thousands of years. It is possible to identify the annual deposits of silt in a similar manner that tree rings are identified.
The area of the lakes is now part of the Wakasa Bay National Park.",00597.jpg,00599.jpg,Asia
<Ebi_Lake>,Ebi Lake,China,44.88333333333333,83.0,Satellite Image of Lake Aibi.jpg,Satellite image of Aibi Lake,https://upload.wikimedia.org/wikipedia/commons/5/54/Satellite_Image_of_Lake_Aibi.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Satellite_Image_of_Lake_Aibi.jpg/250px-Satellite_Image_of_Lake_Aibi.jpg,"Ebi Lake (Mongolian: Ev nuur, Middle Mongolian: Ebi; Chinese: 艾比湖; pinyin: Àibǐ Hú) is a rift lake in Xinjiang Uyghur Autonomous Region in Northwestern China, near the border of Kazakhstan. Lying at the southeast end of the Dzungarian Gate, Ebi Lake is the center of the catchment of the southwestern part of the Dzungarian Basin. The lake previously covered over 1000 km2 (400 miles2) with an average depth of less than 2 meters (6.5 feet). In August 2007, the Chinese government designated the adjoining Aibi Lake wetland as a National Nature Reserve.
The high salt concentration (87 g/L) of its water prevents plants and fish from living in the actual lake, though many kinds of fish do live in the mouths of its source rivers.
The lake currently covers only 500 km2 surface.",00598.jpg,00600.jpg,Asia
<Lake_Amadeus>,Lake Amadeus,Australia,-24.8,130.9,lake amadeus.jpg,From space (November 1994),https://upload.wikimedia.org/wikipedia/commons/7/7c/Lake_amadeus.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Lake_amadeus.jpg/250px-Lake_amadeus.jpg,"Lake Amadeus is a large salt lake in the southwest corner of  Northern Territory of Australia, about 50 kilometres (31 mi) north of Uluru (also known as Ayers Rock). The smaller Lake Neale is adjacent to the northwest. It is part of (or a surface feature of) the Amadeus Basin that was filled with the erosion products of the Petermann Orogeny.",00599.jpg,00601.jpg,Oceania
<Lake_Albert_(Africa)>,Lake Albert,Democratic Republic of the Congo,1.6833333333333331,30.91666666666667,Lake Albert (Uganda) (NASA).jpg,2002 NASA MODIS satellite picture. The dotted grey line is the border between Congo (DRC) (left) and Uganda (right).,https://upload.wikimedia.org/wikipedia/commons/9/9f/Lake_Albert_%28Uganda%29_%28NASA%29.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9f/Lake_Albert_%28Uganda%29_%28NASA%29.jpg,"Lake Mwitanzige, also Albert and formerly Lake Mobutu Sese Seko, is a lake located in Uganda and the Democratic Republic of the Congo. It is Africa's seventh largest lake, as well as the second biggest of Uganda's Great Lakes.[1]",00600.jpg,00602.jpg,Africa
<Otter_Tail_Lake>,Otter Tail Lake,United States,46.40040277777778,-95.66295833333334,OtterTailLakeRiverInlet.jpg,"Otter Tail Lake, at the Otter Tail River inlet",https://upload.wikimedia.org/wikipedia/commons/3/34/OtterTailLakeRiverInlet.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/OtterTailLakeRiverInlet.jpg/250px-OtterTailLakeRiverInlet.jpg,Otter Tail Lake is a 21-square-mile (54 km2) lake in the west-central part of the U.S. state of Minnesota and is the largest lake in Otter Tail County.,00601.jpg,00603.jpg,North America
<Lake_Engolasters>,Lake Engolasters,Andorra,42.51972222222222,1.5686111111111112,Radio Andorre Lac d'Engolasters.JPG,Lake Engolasters with radio towers,https://upload.wikimedia.org/wikipedia/commons/b/bf/Radio_Andorre_Lac_d%27Engolasters.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Radio_Andorre_Lac_d%27Engolasters.JPG/250px-Radio_Andorre_Lac_d%27Engolasters.JPG,"Lake Engolasters, in the Encamp parish of Andorra, is an oblong shaped lake at an elevation of 1,616 m (5,302 ft). formed in a glacial depression. It is located close to Andorra La Vella, the capital of Andorra.The lake water is deep blue and is drained by a drainage basin formed by the Pyrenees mountain ranges, which are snow-covered. The valley formed by the rivers draining the catchment provides an enchanting view with green meadows and rich forest of pine trees nearer to the lake periphery. The water source to the lake is from the East Valira and Madriu rivers. The stored water in the reservoir is utilized for generating hydroelectric power at the power station located near Encamp village. There is a cable car rope way from Encamp to the lake area, which is a 6.2 kilometres (3.9 mi) line.",00602.jpg,00604.jpg,Europe
<Lake_Seliger>,Lake Seliger,Russia,57.19194444444444,33.072222222222216,Prokudin-Gorskii-09-edit2.jpg,"View of Nilov Monastery on Stolobny Island, Lake Seliger, c. 1910, by Sergey Prokudin-Gorsky",https://upload.wikimedia.org/wikipedia/commons/8/80/Prokudin-Gorskii-09-edit2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Prokudin-Gorskii-09-edit2.jpg/250px-Prokudin-Gorskii-09-edit2.jpg,"Seliger (Russian: Селиге́р, IPA: [sʲɪlʲɪˈgʲɛr]) is a lake in Ostashkovsky District of Tver Oblast and, in the extreme northern part, in Demyansky District of Novgorod Oblast of Russia, in the northwest of the Valdai Hills, a part of the Volga basin. It has the absolute height of 205 metres (673 ft), the area of 212 square kilometres (82 sq mi), and the average depth of 5.8 metres (19 ft).
Lake Seliger is a large system of lakes linked by effluents, has many small islands and is surrounded by forests, including pine woods with many berries and mushrooms. It is one of the biggest natural lakes of Central Russia. The only outflow of the lake, the Selizharovka River, has its source at the southern end of the lake and drains into the Volga. The drainage basin of the lake includes the major part of Ostashkovsky District, south of Demyansky District, as well as minor areas in Firovsky District of Tver Oblast.
Seliger is situated within a picturesque landscape of forests and hills. The lake is a protected nature reserve and is sometimes known as the ""European Baikal"" due to the diversity of its unique flora and fauna, similar to Lake Baikal. Valdaysky National Park covers the northern part of the lake.
Every Year, Seliger camp forums bring together young people to study and discuss issues in political science, economics, art, literature and culture.
Ostashkov is the only town on the lake and is one of the most popular resorts in central Russia. Nilo-Stolobensky Monastery is located on Stolobny Island. The closed urban-type settlement of Solnechny which is a military base occupies Gorodomlya Island.",00603.jpg,00605.jpg,Asia
<Lake_Pyaozero>,Lake Pyaozero,Russia,66.08333329999999,30.9666667,Lake Pyaozero NASA.jpg,Lake Pyaozero seen from space,https://upload.wikimedia.org/wikipedia/commons/7/77/Lake_Pyaozero_NASA.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Lake_Pyaozero_NASA.jpg/250px-Lake_Pyaozero_NASA.jpg,"Lake Pyaozero (Russian: Пяозеро, Finnish: Pääjärvi) is a large freshwater lake in the Republic of Karelia, northwestern part of Russia. It has an area of 659 km², and it is drained by the river Kovda. There are many islands on the lake with total area of 186 km². Among the rivers that flow into lake Pyaozero is the river Oulankajoki that begins in Finland, where one of its tributaries is the river Kitkanjoki that begins from lake Kitkajärvi in Finland. From south also the waters of Lake Topozero in the Republic of Karelia flow into the Lake Pyaozero.",00604.jpg,00606.jpg,Asia
<Orchard_Lake_(Michigan)>,Orchard Lake,United States,42.58833333333335,-83.36694444444444,Orchard Lake Michigan.jpg,"Sunset on Orchard Lake, Michigan",https://upload.wikimedia.org/wikipedia/commons/0/03/Orchard_Lake_Michigan.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Orchard_Lake_Michigan.jpg/250px-Orchard_Lake_Michigan.jpg,"Orchard Lake is a 795-acre lake located in Oakland County in the U.S. state of Michigan. The lake is within the city of Orchard Lake Village.  It has a 110-foot (34 m) maximum depth.  Orchard Lake is the second-largest lake and third-deepest lake in Oakland County.
The lake has a 35-acre island in the middle of it, Apple Island. The island was frequently inhabited by local Native Americans before the coming of Western settlers, who later planted an apple orchard on the island, giving rise to the current name of the lake. Apple Island is now abandoned and has been designated a protected wildlife sanctuary. Another island, Cedar Island, is near the lake's western shore.
The campus of the old Michigan Military Academy is on the northeast shore of the lake. The campus is now home to SS. Cyril and Methodius Seminary and St. Mary's Preparatory.",00605.jpg,00607.jpg,North America
<Lake_Bulusan>,Lake Bulusan,Philippines,12.753888888888893,124.09305555555555,Bulusan.jpg,The lake on the slope of Bulusan Volcano,https://upload.wikimedia.org/wikipedia/commons/2/23/Bulusan.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Bulusan.jpg/250px-Bulusan.jpg,"Lake Bulusan is a lake on Luzon Island in the Philippines. It lies at the heart of Bulusan Volcano National Park which covers a land area of 3,672 hectares (9,070 acres). It has an elevation of 360 metres (1,180 ft) and is located on the southeast flank of Mount Bulusan, an active volcano.The lake is accessible either through the Maharlika Highway up to the town of Irosin passing through the towns of Casiguran and Juban. From Irosin it is another ten kilometers to the site. The other is passing through a very scenic route overlooking the Pacific Ocean (San Bernardino Strait) through the towns of Gubat, Barcelona and the center of Bulusan town.",00606.jpg,00608.jpg,Asia
<Aral_Sea>,Aral Sea,Kazakhstan,45.0,60.0,AralSea1989 2014.jpg,The Aral Sea in 1989 (left) and 2014 (right),https://upload.wikimedia.org/wikipedia/commons/7/75/AralSea1989_2014.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/AralSea1989_2014.jpg/250px-AralSea1989_2014.jpg,"The Aral Sea (Aral ; Kazakh: Aral teńizi, Арал теңізі, Uzbek: Orol dengizi, Орол денгизи, Karakalpak: Aral ten'izi, Арал теңизи) was an endorheic lake lying between Kazakhstan (Aktobe and Kyzylorda Regions in the north) and Uzbekistan (Karakalpakstan autonomous region in the south) which began shrinking in the 1960s and had largely dried up by the 2010s. The name roughly translates as ""Sea of Islands"", referring to over 1,100 islands that had dotted its waters; in the Mongolic languages  and Turkic language aral means ""island, archipelago"". The Aral Sea drainage basin encompasses Uzbekistan and parts of Tajikistan, Turkmenistan, Kyrgyzstan, Kazakhstan, Afghanistan, and Iran.Formerly the fourth largest lake in the world with an area of 68,000 km2 (26,300 sq mi), the Aral Sea has been shrinking since the 1960s after the rivers that fed it were diverted by Soviet irrigation projects. By 1997, it had declined to 10% of its original size, splitting into four lakes: the North Aral Sea, the eastern and western basins of the once far larger South Aral Sea, and one smaller intermediate lake. By 2009, the southeastern lake had disappeared and the southwestern lake had retreated to a thin strip at the western edge of the former southern sea; in subsequent years, occasional water flows have led to the southeastern lake sometimes being replenished to a small degree. Satellite images taken by NASA in August 2014 revealed that for the first time in modern history the eastern basin of the Aral Sea had completely dried up. The eastern basin is now called the Aralkum Desert.
In an ongoing effort in Kazakhstan to save and replenish the North Aral Sea, the Dike Kokaral dam project was completed in 2005; in 2008, the water level in this lake had risen by 12 m (39 ft) compared to 2003. Salinity has dropped, and fish are again present in sufficient numbers for some fishing to be viable. The maximum depth of the North Aral Sea is 42 m (138 ft) (as of 2008).The shrinking of the Aral Sea has been called ""one of the planet's worst environmental disasters"". The region's once-prosperous fishing industry has been devastated, bringing unemployment and economic hardship. The water from the diverted Syr Darya river is used to irrigate about two million hectares (5,000,000 acres) of farmland in the Ferghana Valley.  The Aral Sea region is also heavily polluted, with consequential serious public health problems. UNESCO added the historical documents concerning the development of the Aral Sea to its Memory of the World Register as a unique resource to study this ""environmental tragedy"".",00607.jpg,00609.jpg,Asia
<Fort_Peck_Dam>,Fort Peck Dam,United States,48.00277777777778,-106.41611111111112,Fort_Peck_Dam_(Fort_Peck_Montana)_1986_01.jpg,"Aerial view of Fort Peck Dam, looking west. Fort Peck, Montana. 1986",https://upload.wikimedia.org/wikipedia/commons/4/48/Fort_Peck_Dam_%28Fort_Peck_Montana%29_1986_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Fort_Peck_Dam_%28Fort_Peck_Montana%29_1986_01.jpg/250px-Fort_Peck_Dam_%28Fort_Peck_Montana%29_1986_01.jpg,"The Fort Peck Dam is the highest of six major dams along the Missouri River, located in northeast Montana in the United States, near Glasgow, and adjacent to the community of Fort Peck. At 21,026 feet (6,409 m) in length and over 250 feet (76 m) in height, it is the largest hydraulically filled dam in the United States, and creates Fort Peck Lake, the fifth largest artificial lake in the U.S., more than 130 miles (210 km) long, 200 feet (61 m) deep, and it has a 1,520-mile (2,450 km) shoreline which is longer than the state of California's coastline. It lies within the Charles M. Russell National Wildlife Refuge. The dam and the 134-mile-long (216 km) lake are owned and operated by the U.S. Army Corps of Engineers and exist for the purposes of hydroelectric power generation, flood control, and water quality management.The dam presently has a nameplate capacity of 185.25 megawatts, divided among 5 generating units (which in turn are divided between the Western and Eastern grids). Three units in powerhouse number one, completed in 1951, have a capacity of 105 MW. Completed in 1961, the two remaining generating units in powerhouse number 2, have a nameplate capacity of 80 MW.The lake has a maximum operating pool elevation of 2,250 feet (686 m) above mean sea level and a normal operating pool elevation of 2,246 feet (685 m) above mean sea level.  The lake level fluctuates over time based on a number of factors. During the first week of February 2007, the reservoir set a record low elevation of 2,197 feet (670 m) above mean sea level, nearly 12 feet (3.7 m) lower than the previous record low set in 1991. In June 2011, in response to the 2011 Missouri River Floods, the dam was releasing almost 66,000 cubic feet per second (1,900 m3/s), which greatly exceeded its previous record release of 35,000 cu ft/s (990 m3/s) set in 1975.",00608.jpg,00610.jpg,North America
<Lake_Saroma>,Lake Saroma,Japan,44.16666666666666,143.71666666666667,Lake Saroma.jpg,Overlooking Lake Saroma (June 2007),https://upload.wikimedia.org/wikipedia/commons/a/ae/Lake_Saroma.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Lake_Saroma.jpg/250px-Lake_Saroma.jpg,"Lake Saroma (サロマ湖, Saroma-ko), also Saroma Lagoon, is a coastal lagoon (hence a body of brackish water) in Saroma, Kitami, and Yūbetsu Hokkaidō, Japan. It is located in Abashiri Quasi-National Park. By area, the lake is the third largest in Japan and the largest in Hokkaidō.
The name comes from the Ainu place name Saruomahetsu, meaning ""place of many Miscanthus reeds and rushes"".Another nearby coastal lagoon is Notoro Lagoon.",00609.jpg,00611.jpg,Asia
<Avalanche_Lake_(New_York)>,Avalanche Lake,United States,44.13305555555557,-73.96777777777778,"Avalanche Lake, looking northeast.jpg","Avalanche Lake, looking northeast, showing Mount Colden, right, and Avalanche Mountain, left",https://upload.wikimedia.org/wikipedia/commons/1/17/Avalanche_Lake%2C_looking_northeast.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Avalanche_Lake%2C_looking_northeast.jpg/250px-Avalanche_Lake%2C_looking_northeast.jpg,"Avalanche Lake is a 9-acre (3.6 ha) mountain lake located in the Adirondack High Peaks in New York. Avalanche Lake sits at 2885 feet (879 m) between 4,714-foot (1,437 m) Mount Colden and-3816 foot (1163 m) Avalanche Mountain. The two mountains rise in vertical cliffs from the surface of the lake. Immediately west of Avalanche Mountain (formerly known as Caribou Mountain) lies the MacIntyre Range— 5,115-foot (1,559 m) Algonquin Peak (the second highest mountain in the state), 4829-foot (1472 m) Boundary Peak, 4,843-foot (1,476 m) Iroquois Peak and 4,380-foot (1,335 m) Mount Marshall. Mount Marcy is 2.5 (4 km) miles to the east. Avalanche Lake feeds Lake Colden to the south, in the Hudson River watershed. To the north, the trail to the lake from the Adirondak Loj surmounts Avalanche Pass, which is only slightly above lake level but separates it from the Lake Champlain (St. Lawrence River) watershed. Following the lake toward Lake Colden, the trail is choked with large boulders, and a number of wooden ladders have been built to make passage possible.  There are also three places where the trail takes to wooden catwalks, first built in the 1920s, that are bolted directly into the cliff face. This section is known as the ""Hitch-Up Matilda;"" in 1868 when a mountain guide waded to carry one of his clients past a point with no footing on shore, her husband urged her to sit higher on his shoulders.",00610.jpg,00612.jpg,North America
<Silver_Lake_(Serbia)>,Silver Lake,Serbia,44.76,21.45,Silver Lake Sat.png,Satellite photo of Silver Lake,https://upload.wikimedia.org/wikipedia/commons/d/da/Silver_Lake_Sat.png,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Silver_Lake_Sat.png/250px-Silver_Lake_Sat.png,"Silver Lake or Srebrno Lake (Serbian: Сребрно језеро / Srebrno jezero, lit. 'Silver Lake') is an oxbow lake along the right Danube bank in the Braničevo region in eastern Serbia, near the town of Veliko Gradište. It is a popular tourist resort.",00024.png,00025.png,Europe
<Oulujärvi>,Oulujärvi,Finland,64.33333333333333,27.25,Ärjä.jpg,Ärjänsaari,https://upload.wikimedia.org/wikipedia/commons/2/29/%C3%84rj%C3%A4.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/%C3%84rj%C3%A4.jpg/250px-%C3%84rj%C3%A4.jpg,"Oulujärvi (Finnish pronunciation: [ˈouluˌjærʋi], Swedish: Ule träsk) is a large lake in Finland located in the Kainuu region. With an area of 928 square kilometres (358 sq mi) it is the fifth largest lake in the country. The lake is drained by the Oulu River, which flows northwestward from the lake into the Gulf of Bothnia. Its nickname is the ""Kainuu sea"", and it is bordered by three municipalities: Vaala, Paltamo and Kajaani. About 40 percent of the lake is in the Vaala municipality.",00611.jpg,00613.jpg,Europe
<Lake_Chelan>,Lake Chelan,United States,47.8411111111111,-120.04638888888887,Stehekin Chelan.JPG,Lake Chelan with Stehekin on the lower left corner of picture.,https://upload.wikimedia.org/wikipedia/commons/6/62/Stehekin_Chelan.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Stehekin_Chelan.JPG/250px-Stehekin_Chelan.JPG,"Lake Chelan ( shə-LAN) is a narrow, 50.5-mile (81.3 km) long lake in Chelan County, north-central Washington state, U.S. Before 1927, it was the largest natural lake in the state by any measure. Upon the completion of Lake Chelan Dam in 1927, the elevation of the lake was increased by 21 feet (6.4 m) to its present maximum-capacity elevation of 1,100 feet (340 m). Two communities lie on the southern end of the lake, and a third sits at the far north end, providing a gateway to the North Cascades National Park.",00612.jpg,00614.jpg,North America
<Kariba_Dam>,Kariba Dam,Zimbabwe,-16.523194444444446,28.761541666666666,kariba_dam.jpg,The dam as seen from Zimbabwe,https://upload.wikimedia.org/wikipedia/commons/2/2f/Kariba_dam.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Kariba_dam.jpg/250px-Kariba_dam.jpg,"The Kariba Dam is a double curvature concrete arch dam in the Kariba Gorge of the Zambezi river basin between Zambia and Zimbabwe. The dam stands 128 metres (420 ft) tall and 579 metres (1,900 ft) long. The dam forms Lake Kariba, which extends for 280 kilometres (170 mi) and holds 185 cubic kilometres (150,000,000 acre⋅ft) of water.",00613.jpg,00615.jpg,Africa
<Chabařovice_Lake>,Chabařovice Lake,Czech Republic,50.6536111111111,13.944444444444445,Lake_Milada.jpg,The reservoir in September 2007,https://upload.wikimedia.org/wikipedia/commons/7/7d/Lake_Milada.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Lake_Milada.jpg/250px-Lake_Milada.jpg,,00614.jpg,00616.jpg,Europe
